"","STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"83","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-03-23,2000,3,23,83,10.8,24,3.7,24,1013.5,22,NA,0,5.5,24,2.5,24,5,NA,15.1,NA,4.2,NA,0,"I",NA,0,0,0,0,0,0,0.8,1.3,61.5
"84","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-03-24,2000,3,24,84,10.6,24,7,24,1009.1,19,NA,0,9,23,3.8,24,7,NA,12,"*",9,"*",2.03,"E",NA,0,1,0,0,0,0,1,1.3,78.4
"85","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-03-25,2000,3,25,85,9.5,24,5.9,24,1012.4,19,997.1,12,12.2,24,4.4,24,6.7,NA,12.4,NA,6,"*",0.76,"F",NA,0,1,0,0,0,0,0.9,1.2,78.2
"86","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-03-26,2000,3,26,86,5.7,24,3.5,24,1009.2,21,996.4,5,12.2,24,3.3,24,6,NA,10,NA,3,"*",2.79,"F",NA,0,1,0,0,0,0,0.8,0.9,85.8
"87","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-03-27,2000,3,27,87,5.1,24,3.5,24,1009.9,18,NA,0,6.4,24,3.4,20,7,NA,9.4,NA,1.6,NA,0.51,"E",NA,1,1,0,0,0,0,0.8,0.9,89.4
"88","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-03-28,2000,3,28,88,3.6,24,1.9,24,1015.8,19,NA,0,5.5,24,5.5,24,7.2,NA,5.4,NA,2.6,"*",1.02,"F",NA,0,1,0,0,0,0,0.7,0.8,88.6
"89","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-03-29,2000,3,29,89,4.8,24,3.8,24,1012.7,22,NA,0,4.7,24,6.5,24,10,NA,7,"*",2,"*",1.02,"F",NA,1,1,0,0,0,0,0.8,0.9,93.2
"90","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-03-30,2000,3,30,90,5.6,24,5.1,24,1010.4,22,NA,0,1.8,24,3.5,24,9,NA,6.2,NA,5,"*",2.03,"F",NA,0,1,0,0,0,0,0.9,0.9,96.6
"91","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-03-31,2000,3,31,91,6,24,4.6,24,1007.4,16,NA,0,3.1,24,1.6,18,3.1,NA,8.2,NA,4.8,NA,1.27,"F",NA,1,1,0,0,0,0,0.8,0.9,90.7
"92","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-01,2000,4,1,92,6,24,3.6,24,1004.4,21,989.3,10,6,24,3.1,23,6,NA,9,NA,4,"*",1.02,"E",NA,1,1,0,0,0,0,0.8,0.9,84.6
"93","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-02,2000,4,2,93,10,24,4.5,24,1000.7,23,988.4,5,14.6,24,4.1,24,6,NA,15,"*",6,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1.2,68.7
"94","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-03,2000,4,3,94,11.1,24,5.5,24,990.4,23,NA,0,18.8,24,4,24,6,NA,15.8,NA,5.8,NA,0,"E",NA,0,1,0,0,0,0,0.9,1.3,68.4
"95","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-04,2000,4,4,95,10.3,23,6.2,23,991.4,20,NA,0,15.4,23,5.2,22,7,NA,16,NA,6.8,"*",0.51,"E",NA,0,0,0,0,0,0,0.9,1.3,75.7
"96","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-05,2000,4,5,96,4.6,24,0.6,24,1011.1,18,NA,0,12.2,24,6.7,24,11,NA,8.2,NA,1,"*",1.78,"F",NA,0,1,0,0,0,0,0.6,0.8,75.3
"97","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-06,2000,4,6,97,4.4,24,-1.7,24,1028.4,23,NA,0,19.2,24,4.7,24,8,NA,10.8,NA,-1.4,NA,0,"I",NA,0,0,0,0,0,0,0.5,0.8,64.6
"98","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-07,2000,4,7,98,6.9,24,0.2,24,1032.3,22,1014.9,8,16.6,24,2.4,23,5,NA,13,NA,0.8,NA,0,"I",NA,0,0,0,0,0,0,0.6,1,62.4
"99","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-08,2000,4,8,99,8.6,23,0.1,23,1023.7,23,1013.3,5,16.9,23,1.7,23,4,NA,14.3,NA,2.8,NA,0,"I",NA,0,0,0,0,0,0,0.6,1.1,55.2
"100","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-09,2000,4,9,100,10.3,24,2,24,1011.6,23,NA,0,15,24,5.6,24,9.3,NA,15.6,NA,6.4,NA,0,"I",NA,0,0,0,0,0,0,0.7,1.3,56.4
"101","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-10,2000,4,10,101,7.1,24,0.2,24,1010.6,23,NA,0,16.1,24,4.2,24,7,NA,13.2,NA,2,"*",0,"I",NA,0,0,0,0,0,0,0.6,1,61.5
"102","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-11,2000,4,11,102,6.9,24,-1,24,996.5,24,NA,0,13.4,24,3.1,24,7,NA,11.6,NA,0.6,NA,NA,NA,NA,0,1,0,0,0,0,0.6,1,57.2
"103","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-12,2000,4,12,103,6.6,24,0.8,24,990.1,12,NA,0,11.9,24,6.5,24,11,NA,10.7,NA,4,NA,1.02,"F",NA,0,1,0,0,0,0,0.6,1,66.5
"104","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-13,2000,4,13,104,5.1,24,2.7,24,993.9,19,982.4,4,9.2,24,6.8,24,16,18.5,9.4,NA,1.2,NA,6.1,"F",NA,0,1,1,0,0,0,0.7,0.9,84.5
"105","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-14,2000,4,14,105,7.6,23,3.3,23,999.7,21,NA,0,10,23,3.3,23,5.1,NA,13,NA,2.9,NA,NA,NA,NA,0,1,0,0,0,0,0.8,1,74.2
"106","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-15,2000,4,15,106,8.7,24,5.1,24,995.2,19,NA,0,14,24,7.4,24,13.4,20.6,12.7,NA,5.8,"*",2.03,"E",NA,0,1,0,0,0,0,0.9,1.1,78.1
"107","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-16,2000,4,16,107,8.9,24,3.1,24,999.3,24,NA,0,14.5,24,4.4,24,9,NA,15.6,NA,4.5,NA,1.78,"F",NA,0,1,0,0,0,0,0.8,1.1,67
"108","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-17,2000,4,17,108,10.1,24,5.4,24,1000.4,22,NA,0,17.7,24,6.8,24,11,NA,14.2,NA,8,"*",4.06,"F",NA,0,1,0,0,0,0,0.9,1.2,72.6
"109","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-18,2000,4,18,109,10.5,24,4.7,24,1007.8,23,NA,0,19.2,24,4.6,24,7,NA,15.4,NA,6.4,NA,0,"E",NA,0,0,0,0,0,0,0.9,1.3,67.3
"110","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-19,2000,4,19,110,10.8,24,6.1,24,1010,21,997.9,6,17.4,24,3.6,24,5,NA,15,NA,6.2,NA,0,"I",NA,0,0,0,0,0,0,0.9,1.3,72.7
"111","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-20,2000,4,20,111,12.8,24,7.8,23,1013,24,NA,0,17.7,24,4.4,24,11,NA,18,"*",7,NA,0,"I",NA,0,0,0,0,0,0,1.1,1.5,71.6
"112","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-21,2000,4,21,112,14,23,8,23,1015.1,20,NA,0,14.8,23,4,22,7,NA,18.4,NA,10,"*",2.03,"E",NA,0,1,0,0,0,0,1.1,1.6,67.1
"113","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-22,2000,4,22,113,13.1,22,10.3,22,1011.2,18,NA,0,10.9,22,2.6,22,5.1,7.7,19.6,NA,9.8,NA,4.83,"F",NA,0,1,0,0,1,0,1.3,1.5,83.1
"114","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-23,2000,4,23,114,10.9,24,10.3,24,1010.1,21,NA,0,3.4,24,2,22,3.6,NA,13,"*",9,"*",20.07,"F",NA,0,1,0,0,0,0,1.3,1.3,96.1
"115","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-24,2000,4,24,115,11.2,22,7.1,22,1013.7,22,NA,0,10.8,22,2.8,22,4,NA,16.8,NA,7.8,NA,0.51,"E",NA,0,0,0,0,0,0,1,1.3,75.9
"116","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-25,2000,4,25,116,14.3,24,7.2,24,1011.1,22,NA,0,17.9,24,4.1,24,7,NA,20.8,NA,7,"*",0,"I",NA,0,0,0,0,0,0,1,1.6,62.4
"117","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-26,2000,4,26,117,15.2,24,9.7,23,1008.1,22,996.2,7,17.2,24,3.8,24,7.2,NA,21.2,NA,11,"*",0,"I",NA,0,0,0,0,0,0,1.2,1.7,69.7
"118","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-27,2000,4,27,118,14.1,24,11.2,24,1010,21,NA,0,10.5,24,2.5,23,5.1,NA,17.4,NA,10.7,NA,1.02,"F",NA,0,1,0,0,0,0,1.3,1.6,82.7
"119","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-28,2000,4,28,119,15.8,24,12.7,24,1006.4,14,NA,0,6.3,24,2.8,22,6.7,NA,20.8,NA,12,"*",0,"A",NA,0,1,0,0,0,0,1.5,1.8,81.8
"120","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-29,2000,4,29,120,11.8,23,9.7,23,1016.3,19,NA,0,5.3,23,2.8,23,5.7,NA,14,NA,10,"*",3.05,"F",NA,0,1,0,0,0,0,1.2,1.4,87
"121","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-04-30,2000,4,30,121,13.7,24,10.8,24,1020.9,20,NA,0,4.2,24,1.8,22,3.1,NA,18.4,NA,10.5,NA,0,"I",NA,0,0,0,0,0,0,1.3,1.6,82.6
"122","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-01,2000,5,1,122,13.8,24,11.1,24,1021.4,22,NA,0,4.3,24,3.2,24,5,NA,17.1,NA,11.6,NA,0,"I",NA,0,0,0,0,0,0,1.3,1.6,83.8
"123","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-02,2000,5,2,123,11.7,24,10.6,24,1021.5,20,1006.2,7,2.6,24,4.1,24,5.1,NA,13,"*",10.6,"*",0.76,"E",NA,0,1,0,0,0,0,1.3,1.4,93
"124","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-03,2000,5,3,124,10.8,24,10.4,24,1020.2,18,NA,0,1.3,24,2.7,24,4.1,NA,12.4,"*",9,"*",1.02,"F",NA,1,1,0,0,0,0,1.3,1.3,97.4
"125","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-04,2000,5,4,125,13.6,24,11.7,24,1018.8,20,NA,0,2.7,24,2.3,22,4,NA,19.1,NA,11,NA,0,"I",NA,1,0,0,0,0,0,1.4,1.6,88.3
"126","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-05,2000,5,5,126,17.4,24,12.1,24,1013.6,17,NA,0,7.9,24,3.3,22,6,NA,25,NA,9.6,NA,0,"I",NA,1,0,0,0,0,0,1.4,2,71.1
"127","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-06,2000,5,6,127,17.7,24,13.1,24,1012.6,23,NA,0,12.2,24,2.7,24,8.7,14.4,25.2,NA,12.7,NA,10.92,"E",NA,0,1,0,0,1,0,1.5,2,74.5
"128","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-07,2000,5,7,128,17.4,24,12.5,24,1014.7,21,NA,0,14.5,24,2,21,5,NA,21.4,NA,12.2,NA,2.03,"E",NA,0,0,0,0,0,0,1.4,2,73
"129","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-08,2000,5,8,129,18.2,24,12.8,24,1017.1,23,NA,0,10.6,24,1.3,24,4.1,NA,25,NA,11.4,NA,0.25,"E",NA,0,1,0,0,1,0,1.5,2.1,70.7
"130","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-09,2000,5,9,130,20.1,24,12.5,24,1017.3,24,NA,0,16.9,24,1.7,24,4,NA,25.6,NA,12.8,NA,0,"I",NA,0,0,0,0,0,0,1.4,2.3,61.6
"131","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-10,2000,5,10,131,19.4,24,13.8,24,1015.7,20,1001,4,10.3,24,3.4,23,8,NA,24.2,NA,14.2,NA,0,"I",NA,0,0,0,0,0,0,1.6,2.2,70.1
"132","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-11,2000,5,11,132,17,24,13.8,24,1017.2,22,NA,0,7.7,24,2.8,24,6,NA,21.6,NA,15,"*",11.94,"E",NA,0,1,0,0,1,0,1.6,1.9,81.4
"133","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-12,2000,5,12,133,16.4,24,14.7,24,1019.6,17,NA,0,4.8,24,2.3,24,4.1,NA,18.8,NA,14,"*",2.54,"F",NA,0,1,0,0,0,0,1.7,1.9,89.7
"134","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-13,2000,5,13,134,18.8,24,15.4,24,1021.5,22,NA,0,3.9,24,1.2,23,2.1,NA,23.2,NA,15,"*",0.76,"E",NA,1,1,0,0,0,0,1.7,2.2,80.6
"135","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-14,2000,5,14,135,20.4,24,13.3,24,1022.6,22,NA,0,8.4,24,1.3,22,3.6,NA,26,NA,13.8,NA,0,"I",NA,1,0,0,0,0,0,1.5,2.4,63.7
"136","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-15,2000,5,15,136,21.4,24,11.3,24,1019,24,NA,0,16.4,24,2.3,24,4.1,NA,27.2,NA,14.2,NA,0,"I",NA,0,0,0,0,0,0,1.3,2.5,52.6
"137","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-16,2000,5,16,137,21.6,24,14.3,24,1013.3,20,996.2,5,13.7,24,2.9,24,5.1,10.3,28,"*",17,"*",0.51,"E",NA,0,1,0,0,1,0,1.6,2.6,63.2
"138","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-17,2000,5,17,138,14.1,24,9.2,24,1012.7,21,NA,0,13.4,24,5.8,24,9.8,NA,17,"*",11,"*",NA,NA,NA,0,1,0,0,1,0,1.2,1.6,72.4
"139","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-18,2000,5,18,139,11.4,24,6.4,24,1008.8,20,NA,0,11.1,23,5.2,24,12,NA,16.1,NA,9,NA,1.78,"F",NA,0,1,0,0,1,0,1,1.3,71.4
"140","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-19,2000,5,19,140,9.5,24,7,24,1008.6,15,993.1,7,11.1,24,5.1,24,8,NA,13,NA,7,"*",7.62,"F",NA,0,1,0,0,0,0,1,1.2,84.4
"141","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-20,2000,5,20,141,11.3,24,6,24,1012.4,21,995.6,6,12.7,24,2.8,24,4.6,NA,16.1,NA,6.6,NA,0.76,"F",NA,0,1,0,0,0,0,0.9,1.3,69.9
"142","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-21,2000,5,21,142,10.6,24,7.9,24,1008,21,NA,0,10.5,24,4.3,23,9.3,NA,13.2,NA,9,"*",5.59,"F",NA,0,1,0,0,0,0,1.1,1.3,83.4
"143","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-22,2000,5,22,143,11.5,24,8.8,24,1015.6,19,NA,0,9.7,24,3.4,24,5.1,NA,15,NA,8.6,NA,4.83,"F",NA,0,1,0,0,0,0,1.1,1.4,83.5
"144","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-23,2000,5,23,144,14.7,22,9.7,22,1017.8,19,NA,0,11.7,22,4.4,22,7,NA,19.1,NA,9.5,NA,0,"E",NA,0,0,0,0,0,0,1.2,1.7,72
"145","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-24,2000,5,24,145,14.4,24,12.7,24,1014.2,16,NA,0,7.2,24,3.5,22,5.1,NA,18.1,NA,13,NA,4.06,"F",NA,0,1,0,0,0,0,1.5,1.6,89.5
"146","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-25,2000,5,25,146,13.6,24,8.9,24,1012.6,19,NA,0,13.5,24,6.4,24,9.3,NA,16.2,NA,9,"*",6.1,"F",NA,0,1,0,0,0,0,1.1,1.6,73.2
"147","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-26,2000,5,26,147,14.4,24,8.4,24,1012.6,22,NA,0,15.4,24,3.9,24,6.7,NA,19.2,NA,7.7,NA,0.76,"E",NA,0,1,0,0,0,0,1.1,1.6,67.2
"148","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-27,2000,5,27,148,12.6,23,4.8,23,1010.7,21,NA,0,16.9,23,7.2,23,11.8,17,17.4,"*",9.7,NA,1.52,"F",NA,0,1,0,0,0,0,0.9,1.5,59
"149","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-28,2000,5,28,149,10.6,24,6.4,24,1005.3,19,NA,0,14.6,24,8.1,24,15.9,NA,13.4,NA,8,"*",9.14,"F",NA,0,1,0,0,0,0,1,1.3,75.2
"150","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-29,2000,5,29,150,10.6,23,5.6,23,1014,19,1001.5,8,16.6,23,5.2,23,8.2,9.8,15.4,NA,7,"*",3.81,"F",NA,0,1,0,0,0,0,0.9,1.3,71.2
"151","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-30,2000,5,30,151,9.9,24,7.2,24,1014.6,22,NA,0,10.1,24,2.7,23,5,NA,13,NA,6.8,NA,2.03,"E",NA,0,1,0,0,0,0,1,1.2,83.3
"152","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-05-31,2000,5,31,152,13.1,24,6.9,24,1019.4,19,NA,0,9.2,24,1.3,21,3.1,NA,18.1,NA,7.8,NA,1.02,"A",NA,1,0,0,0,0,0,1,1.5,66
"153","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-06-01,2000,6,1,153,15.8,24,11.3,24,1020.2,23,NA,0,12.6,24,4.6,24,7.7,NA,21.6,NA,11.2,NA,0,"E",NA,0,1,0,0,0,0,1.3,1.8,74.6
"154","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-06-02,2000,6,2,154,17.6,24,13.3,24,1018.8,21,NA,0,9,24,2,24,5,NA,24,NA,11,"*",0,"I",NA,0,0,0,0,0,0,1.5,2,75.9
"155","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-06-03,2000,6,3,155,19.5,24,15.7,24,1016.8,17,NA,0,8.5,24,2,21,7.2,12.9,27.6,NA,12.6,NA,NA,NA,NA,0,1,1,1,1,0,1.8,2.3,78.7
"156","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-06-04,2000,6,4,156,17.3,24,13.9,24,1017.5,21,1003.6,15,13.4,24,3.1,19,4.1,6.7,21.6,NA,14,"*",26.92,"A",NA,0,1,0,0,0,0,1.6,2,80.4
"157","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-06-05,2000,6,5,157,12,24,10.6,24,1017.5,18,NA,0,8,24,3.3,23,8.2,NA,14,"*",10.9,"*",11.94,"F",NA,0,1,0,0,0,0,1.3,1.4,91.1
"158","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-06-06,2000,6,6,158,13.7,23,10.2,23,1020.2,18,NA,0,8.4,23,4.3,23,6.7,NA,18.6,NA,10.6,NA,6.6,"F",NA,0,1,0,0,0,0,1.2,1.6,79.4
"159","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-06-07,2000,6,7,159,13.4,24,7.9,24,1023.7,20,NA,0,15.9,24,3.6,22,6,NA,17.6,NA,9.8,NA,0,"E",NA,0,0,0,0,0,0,1.1,1.5,69.3
"160","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-06-08,2000,6,8,160,16.7,24,8.4,24,1018.2,22,998.4,5,21.4,24,3.7,22,11.3,NA,23.4,NA,8.5,NA,0,"I",NA,0,0,0,0,0,0,1.1,1.9,58
"161","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-06-09,2000,6,9,161,21.6,24,13.9,24,1011,23,NA,0,17.7,24,3.8,24,5.7,NA,28.6,NA,13.4,NA,0,"I",NA,0,0,0,0,0,0,1.6,2.6,61.6
"162","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-06-10,2000,6,10,162,16.3,24,12.3,24,1016.2,21,NA,0,9.2,24,2.7,22,4.1,NA,20.6,NA,12.8,NA,0,"I",NA,0,0,0,0,0,0,1.4,1.8,77.2
"163","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-06-11,2000,6,11,163,14.6,24,9.2,24,1019.7,20,NA,0,18.2,24,3.5,21,6.2,NA,20.1,NA,10,"*",0,"I",NA,0,0,0,0,0,0,1.2,1.7,70.1
"164","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-06-12,2000,6,12,164,15.9,24,11.5,24,1026.2,23,NA,0,17.1,24,3.9,24,5.1,NA,21.4,NA,9.3,NA,0,"I",NA,0,0,0,0,0,0,1.4,1.8,75.1
"165","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-06-13,2000,6,13,165,18.2,24,14,24,1025.4,21,1010.1,8,13.4,24,3.4,24,5,NA,24.2,NA,13.4,NA,0,"I",NA,0,0,0,0,0,0,1.6,2.1,76.5
"166","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2000-06-14,2000,6,14,166,16.8,24,13.7,24,1024.8,18,NA,0,8.2,24,4.5,24,8,NA,21.2,NA,13,"*",0,"I",NA,0,0,0,0,0,0,1.6,1.9,82
